Date,Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk
03/07/2015 03:00:00 PM,135,117
07/14/2013 03:00:00 PM,137,111
12/24/2015 01:00:00 PM,29,33
12/24/2016 03:00:00 PM,23,25
08/29/2014 03:00:00 AM,1,4
01/13/2014 01:00:00 PM,29,39
10/28/2013 03:00:00 PM,68,92
09/29/2015 11:00:00 PM,8,10
08/01/2013 05:00:00 AM,30,8
07/06/2013 04:00:00 PM,135,111
04/16/2016 01:00:00 PM,114,81
05/12/2016 12:00:00 AM,5,9
08/07/2018 05:00:00 PM,203,703
09/03/2017 03:00:00 PM,75,89
01/24/2017 12:00:00 PM,28,20
10/22/2013 10:00:00 PM,18,16
10/29/2016 08:00:00 AM,18,20
12/19/2016 01:00:00 PM,11,14
10/10/2012 12:00:00 AM,8,7
07/28/2013 08:00:00 AM,28,35
12/18/2016 09:00:00 AM,8,9
10/05/2013 01:00:00 PM,136,93
09/01/2017 12:00:00 AM,4,13
04/27/2014 03:00:00 PM,58,60
05/09/2015 12:00:00 PM,127,99
03/13/2015 04:00:00 PM,121,161
11/26/2013 08:00:00 PM,27,41
08/27/2015 10:00:00 AM,78,53
05/10/2017 08:00:00 AM,380,265
09/20/2016 08:00:00 PM,45,68
11/25/2012 12:00:00 PM,48,34
05/06/2015 07:00:00 PM,76,148
11/28/2015 08:00:00 PM,3,9
10/24/2012 07:00:00 PM,38,79
11/16/2015 08:00:00 PM,17,28
07/25/2013 05:00:00 PM,171,445
05/28/2014 04:00:00 PM,117,211
11/29/2015 08:00:00 AM,10,4
05/18/2013 06:00:00 AM,22,13
08/07/2017 11:00:00 AM,49,57
06/29/2015 10:00:00 AM,64,28
12/14/2013 04:00:00 PM,27,31
03/07/2016 03:00:00 PM,26,46
06/26/2016 09:00:00 AM,79,62
06/08/2016 09:00:00 PM,38,33
12/08/2013 08:00:00 PM,8,6
12/12/2015 10:00:00 AM,25,16
10/18/2015 04:00:00 PM,35,29
04/01/2017 04:00:00 AM,0,1
01/25/2016 05:00:00 AM,21,9
02/05/2018 08:00:00 AM,245,208
11/22/2016 11:00:00 AM,34,16
03/16/2017 07:00:00 AM,184,97
01/12/2013 04:00:00 AM,1,3
05/10/2013 01:00:00 AM,2,0
06/20/2018 01:00:00 PM,52,63
11/04/2013 05:00:00 PM,137,362
05/05/2014 06:00:00 AM,98,41
11/22/2014 02:00:00 PM,49,48
10/16/2017 04:00:00 AM,6,10
12/20/2015 11:00:00 AM,33,26
10/12/2016 05:00:00 PM,187,515
10/30/2017 01:00:00 AM,0,1
07/05/2016 10:00:00 PM,11,23
04/29/2016 11:00:00 AM,33,26
11/05/2013 01:00:00 AM,1,2
03/31/2017 02:00:00 PM,45,55
03/22/2015 09:00:00 AM,42,45
08/26/2017 10:00:00 AM,77,72
11/24/2017 10:00:00 PM,2,3
12/19/2014 12:00:00 PM,38,32
10/11/2012 03:00:00 PM,74,69
11/15/2016 11:00:00 AM,29,12
12/20/2017 04:00:00 AM,2,6
03/13/2013 11:00:00 AM,18,17
07/06/2016 05:00:00 AM,26,25
03/24/2014 10:00:00 PM,18,25
05/29/2014 05:00:00 AM,31,17
09/28/2014 08:00:00 AM,35,30
11/22/2013 06:00:00 PM,66,153
05/13/2014 02:00:00 AM,4,1
01/31/2015 09:00:00 PM,8,13
07/11/2013 06:00:00 AM,102,48
12/01/2016 03:00:00 PM,39,55
07/18/2017 08:00:00 PM,83,149
12/26/2014 06:00:00 PM,12,37
10/23/2013 10:00:00 AM,56,47
08/24/2017 12:00:00 PM,42,58
08/13/2014 01:00:00 AM,2,3
06/11/2013 08:00:00 PM,57,61
06/14/2017 08:00:00 AM,318,227
09/05/2014 12:00:00 AM,10,13
03/18/2018 01:00:00 AM,2,0
06/25/2013 09:00:00 AM,131,78
01/06/2018 11:00:00 AM,22,14
10/10/2013 06:00:00 PM,127,244
03/04/2017 04:00:00 AM,1,3
12/01/2014 07:00:00 AM,144,32
05/30/2016 11:00:00 PM,13,8
04/28/2018 07:00:00 PM,7,9
09/06/2016 02:00:00 PM,34,27
02/11/2013 04:00:00 PM,85,94
03/16/2017 08:00:00 PM,28,31
10/07/2016 04:00:00 AM,2,6
11/07/2014 08:00:00 PM,17,43
08/05/2016 10:00:00 PM,13,29
05/17/2013 07:00:00 AM,626,115
11/16/2012 04:00:00 PM,66,87
08/15/2016 11:00:00 AM,35,48
04/20/2015 01:00:00 PM,68,72
10/24/2017 08:00:00 PM,23,58
11/11/2012 12:00:00 AM,7,3
09/12/2016 04:00:00 AM,5,3
12/17/2013 09:00:00 AM,137,80
04/04/2017 02:00:00 AM,2,3
09/14/2016 09:00:00 PM,27,55
09/28/2013 06:00:00 PM,6,7
12/10/2013 04:00:00 PM,52,74
05/16/2017 06:00:00 AM,49,38
05/13/2017 08:00:00 PM,12,10
06/29/2016 09:00:00 PM,43,61
08/04/2014 01:00:00 AM,4,5
08/13/2015 03:00:00 AM,1,2
02/25/2013 01:00:00 PM,32,19
02/03/2015 09:00:00 AM,160,1
06/27/2015 02:00:00 PM,73,60
12/04/2013 08:00:00 AM,201,89
09/19/2016 01:00:00 PM,60,33
07/26/2017 09:00:00 AM,167,181
07/31/2016 07:00:00 PM,49,46
02/23/2015 09:00:00 PM,20,21
04/25/2014 10:00:00 PM,13,17
10/30/2015 12:00:00 AM,4,0
05/02/2014 09:00:00 PM,31,24
05/23/2016 10:00:00 AM,61,38
05/31/2013 06:00:00 AM,125,44
02/07/2015 11:00:00 PM,7,9
04/11/2016 01:00:00 PM,26,38
01/10/2018 08:00:00 AM,218,168
11/23/2014 04:00:00 PM,42,39
09/14/2013 09:00:00 PM,30,23
12/21/2012 08:00:00 AM,99,51
10/30/2016 06:00:00 PM,16,17
09/05/2013 10:00:00 PM,10,24
01/05/2015 02:00:00 PM,31,2
11/02/2017 11:00:00 AM,26,32
08/12/2015 04:00:00 AM,9,3
06/25/2016 12:00:00 PM,95,66
06/10/2013 03:00:00 AM,0,3
06/16/2015 11:00:00 AM,64,40
11/12/2012 04:00:00 PM,62,76
12/01/2012 01:00:00 AM,0,3
12/06/2017 04:00:00 PM,77,181
05/09/2017 06:00:00 PM,188,383
01/20/2017 10:00:00 AM,30,26
12/08/2015 01:00:00 AM,0,3
04/17/2016 04:00:00 PM,112,91
02/24/2014 03:00:00 PM,26,27
01/09/2013 08:00:00 AM,138,49
05/16/2013 07:00:00 AM,274,101
07/10/2013 09:00:00 AM,215,135
08/05/2013 08:00:00 PM,82,83
08/04/2013 01:00:00 PM,134,110
03/13/2016 09:00:00 PM,2,7
05/03/2013 10:00:00 PM,25,38
10/22/2012 06:00:00 PM,54,145
01/16/2017 06:00:00 PM,39,82
07/09/2016 11:00:00 PM,13,20
01/05/2015 04:00:00 PM,63,75
06/08/2014 09:00:00 PM,32,14
06/07/2018 10:00:00 PM,22,37
01/14/2014 03:00:00 PM,57,50
05/31/2015 02:00:00 PM,117,82
03/20/2018 05:00:00 PM,129,502
03/18/2018 02:00:00 AM,0,1
04/20/2018 07:00:00 AM,167,149
06/16/2014 11:00:00 AM,61,25
02/06/2013 09:00:00 PM,12,18
02/09/2017 01:00:00 PM,10,4
05/18/2017 11:00:00 AM,40,41
11/26/2015 08:00:00 AM,5,8
11/02/2016 10:00:00 AM,36,24
08/23/2014 07:00:00 PM,57,50
01/12/2016 03:00:00 AM,1,0
12/03/2014 10:00:00 PM,11,14
05/15/2013 08:00:00 PM,27,78
01/22/2016 02:00:00 PM,39,52
01/25/2013 09:00:00 PM,15,12
11/03/2013 05:00:00 PM,41,54
01/03/2013 02:00:00 PM,46,57
08/22/2013 02:00:00 AM,3,4
12/08/2015 04:00:00 PM,42,68
11/21/2015 11:00:00 PM,8,3
06/02/2014 07:00:00 PM,103,189
01/20/2015 01:00:00 AM,0,2
01/17/2013 09:00:00 AM,84,50
04/02/2017 07:00:00 AM,16,15
04/03/2014 10:00:00 AM,64,54
04/05/2014 05:00:00 PM,19,25
12/08/2016 01:00:00 PM,20,12
01/24/2014 07:00:00 AM,138,54
10/05/2013 05:00:00 PM,116,80
07/29/2016 10:00:00 AM,71,63
12/01/2016 10:00:00 PM,10,23
04/30/2016 11:00:00 AM,108,83
05/04/2017 07:00:00 PM,41,95
11/17/2012 08:00:00 AM,18,13
12/22/2014 04:00:00 PM,56,126
01/20/2014 07:00:00 AM,89,45
10/28/2015 05:00:00 PM,132,309
12/25/2013 02:00:00 PM,47,29
07/26/2013 12:00:00 AM,9,16
05/29/2017 09:00:00 PM,18,30
05/05/2013 07:00:00 PM,76,43
01/16/2013 08:00:00 AM,168,83
08/06/2014 03:00:00 AM,2,3
08/09/2016 03:00:00 AM,1,0
03/09/2013 02:00:00 PM,136,120
10/31/2016 01:00:00 AM,0,3
12/25/2014 05:00:00 PM,5,7
03/15/2016 07:00:00 AM,195,57
09/25/2017 06:00:00 PM,99,273
05/13/2013 07:00:00 AM,275,97
12/14/2015 09:00:00 AM,104,68
07/23/2015 02:00:00 AM,0,3
05/11/2015 07:00:00 PM,58,123
02/02/2016 11:00:00 PM,4,9
12/17/2015 01:00:00 AM,3,1
01/13/2018 07:00:00 PM,18,9
04/30/2018 06:00:00 AM,80,65
10/13/2013 07:00:00 AM,11,8
06/12/2014 12:00:00 PM,62,50
05/17/2017 04:00:00 PM,94,238
07/23/2017 10:00:00 AM,71,63
03/02/2014 07:00:00 AM,3,5
02/26/2016 04:00:00 AM,4,1
11/07/2013 09:00:00 PM,12,11
03/14/2015 05:00:00 PM,46,40
10/08/2016 02:00:00 PM,25,26
06/03/2014 03:00:00 AM,2,1
09/06/2017 12:00:00 PM,48,43
09/30/2013 10:00:00 AM,41,23
05/21/2014 11:00:00 PM,18,22
11/07/2013 01:00:00 PM,21,14
10/02/2014 01:00:00 PM,77,0
04/21/2015 08:00:00 PM,14,40
05/23/2016 11:00:00 AM,43,41
05/26/2017 01:00:00 AM,2,9
12/09/2012 01:00:00 PM,24,15
01/03/2014 06:00:00 PM,58,117
01/13/2016 07:00:00 AM,138,56
06/28/2014 04:00:00 AM,3,1
12/14/2016 10:00:00 PM,4,18
07/28/2013 09:00:00 AM,38,54
04/22/2017 09:00:00 AM,63,38
09/27/2014 10:00:00 PM,13,20
01/06/2018 12:00:00 PM,25,13
12/12/2015 04:00:00 AM,3,2
05/02/2018 05:00:00 AM,31,17
04/28/2015 08:00:00 PM,28,44
09/09/2013 10:00:00 PM,25,26
11/05/2015 08:00:00 PM,28,45
11/24/2016 11:00:00 PM,1,5
05/25/2013 08:00:00 PM,23,32
06/15/2013 05:00:00 AM,9,5
04/20/2016 03:00:00 PM,82,99
06/17/2016 04:00:00 AM,2,4
05/05/2017 05:00:00 AM,22,14
08/16/2016 08:00:00 AM,414,255
01/02/2018 10:00:00 PM,5,9
10/30/2012 07:00:00 PM,21,44
01/28/2016 01:00:00 AM,1,2
04/28/2013 04:00:00 AM,1,2
07/05/2015 10:00:00 PM,15,16
01/15/2016 03:00:00 AM,2,0
06/30/2018 10:00:00 PM,10,11
12/13/2013 12:00:00 AM,4,13
02/02/2017 07:00:00 PM,28,86
06/25/2015 06:00:00 AM,121,59
07/10/2017 12:00:00 PM,50,48
04/24/2013 10:00:00 AM,71,50
10/26/2012 08:00:00 PM,14,28
01/05/2013 09:00:00 AM,18,16
06/11/2017 03:00:00 PM,83,104
01/15/2014 11:00:00 PM,3,11
11/04/2012 12:00:00 AM,7,11
01/21/2013 12:00:00 PM,36,29
05/17/2018 11:00:00 AM,56,53
07/27/2017 10:00:00 PM,19,29
06/23/2013 12:00:00 PM,73,41
03/21/2014 02:00:00 PM,64,52
10/13/2014 07:00:00 PM,52,83
07/06/2013 02:00:00 PM,148,109
02/08/2015 03:00:00 PM,69,74
04/16/2014 09:00:00 PM,18,32
10/17/2015 04:00:00 AM,3,1
02/09/2018 01:00:00 PM,41,37
10/28/2017 08:00:00 AM,20,42
03/08/2015 07:00:00 PM,18,25
06/09/2015 10:00:00 AM,64,47
10/14/2016 07:00:00 PM,14,24
12/15/2017 09:00:00 AM,78,76
07/17/2014 10:00:00 PM,45,36
04/28/2015 11:00:00 AM,38,29
10/15/2013 06:00:00 AM,78,44
06/13/2013 05:00:00 PM,193,395
05/12/2016 11:00:00 AM,60,47
06/15/2016 06:00:00 PM,158,343
11/17/2013 10:00:00 AM,43,25
06/27/2016 07:00:00 PM,109,176
05/06/2014 04:00:00 PM,129,225
04/10/2018 12:00:00 AM,4,5
12/30/2014 12:00:00 AM,5,3
06/01/2013 08:00:00 PM,27,20
03/18/2018 09:00:00 PM,13,8
02/19/2017 12:00:00 PM,40,51
12/02/2017 07:00:00 PM,5,8
11/22/2015 06:00:00 AM,2,3
05/31/2017 11:00:00 PM,32,16
02/14/2018 01:00:00 PM,27,25
07/11/2013 07:00:00 AM,240,93
05/24/2013 07:00:00 PM,64,82
04/26/2015 06:00:00 PM,38,33
02/28/2016 08:00:00 AM,39,15
07/30/2016 10:00:00 AM,58,66
01/12/2017 06:00:00 AM,37,23
09/18/2017 10:00:00 AM,44,41
03/16/2014 10:00:00 PM,1,5
01/20/2016 09:00:00 AM,140,73
07/23/2013 06:00:00 PM,197,388
03/20/2013 05:00:00 PM,101,149
03/05/2017 09:00:00 AM,34,24
10/08/2013 01:00:00 PM,26,29
01/26/2013 06:00:00 AM,5,8
09/02/2017 05:00:00 PM,89,84
04/22/2016 06:00:00 AM,74,36
11/15/2013 04:00:00 AM,3,2
06/05/2018 09:00:00 PM,36,50
10/01/2016 05:00:00 AM,5,2
10/15/2013 12:00:00 PM,49,41
06/26/2015 06:00:00 PM,116,224
09/24/2013 11:00:00 PM,12,13
03/08/2014 02:00:00 PM,14,21
01/18/2015 07:00:00 AM,7,4
03/04/2013 11:00:00 PM,9,8
10/23/2016 04:00:00 PM,54,50
10/02/2016 11:00:00 AM,62,57
07/26/2015 03:00:00 PM,92,77
11/11/2013 04:00:00 PM,92,131
05/25/2013 12:00:00 AM,8,14
05/15/2018 04:00:00 AM,5,7
10/30/2017 11:00:00 AM,39,40
04/17/2018 12:00:00 PM,49,34
02/26/2018 11:00:00 PM,3,7
06/14/2014 01:00:00 AM,12,8
07/12/2015 01:00:00 PM,97,72
08/14/2017 04:00:00 AM,11,5
12/15/2013 08:00:00 PM,7,9
07/30/2013 09:00:00 AM,193,125
04/24/2016 04:00:00 PM,25,13
04/08/2013 06:00:00 PM,96,212
05/20/2017 05:00:00 AM,7,3
06/11/2014 12:00:00 PM,63,60
03/29/2015 08:00:00 PM,32,21
08/04/2016 04:00:00 AM,2,5
05/29/2018 07:00:00 PM,69,149
08/26/2017 01:00:00 PM,101,97
12/26/2016 03:00:00 PM,13,14
12/14/2016 08:00:00 AM,174,121
04/30/2015 09:00:00 AM,139,101
09/24/2016 02:00:00 AM,3,7
12/09/2017 05:00:00 AM,3,2
07/23/2016 08:00:00 AM,30,37
06/29/2016 05:00:00 PM,199,525
03/29/2017 03:00:00 AM,0,1
02/28/2016 02:00:00 AM,3,2
02/01/2013 08:00:00 PM,12,31
04/14/2016 05:00:00 PM,166,365
02/29/2016 04:00:00 PM,72,145
03/25/2017 12:00:00 PM,73,98
05/27/2017 04:00:00 PM,106,102
10/19/2017 04:00:00 AM,2,4
04/27/2013 01:00:00 PM,66,29
11/11/2014 03:00:00 AM,2,1
04/23/2018 10:00:00 PM,11,13
01/23/2017 07:00:00 AM,175,94
01/20/2014 01:00:00 PM,69,41
08/09/2018 11:00:00 AM,64,56
04/23/2017 01:00:00 AM,2,3
02/08/2017 08:00:00 AM,138,126
05/08/2017 11:00:00 AM,22,38
04/28/2014 07:00:00 PM,119,162
12/18/2016 08:00:00 AM,9,6
06/30/2017 08:00:00 AM,302,238
10/13/2013 12:00:00 AM,7,10
06/21/2015 01:00:00 AM,13,8
02/28/2017 03:00:00 PM,47,42
01/01/2015 01:00:00 PM,65,23
02/07/2016 05:00:00 PM,24,21
05/22/2016 07:00:00 AM,14,19
01/23/2018 08:00:00 AM,176,154
10/27/2013 09:00:00 AM,25,20
08/14/2016 08:00:00 PM,38,39
08/06/2015 03:00:00 AM,2,3
11/02/2016 06:00:00 AM,69,58
11/17/2015 11:00:00 PM,4,5
11/15/2016 03:00:00 PM,35,61
07/28/2016 04:00:00 AM,7,2
04/05/2015 01:00:00 PM,89,62
05/08/2017 06:00:00 AM,98,70
02/24/2017 05:00:00 AM,11,8
08/19/2015 09:00:00 PM,50,67
09/01/2016 06:00:00 PM,125,244
01/23/2015 02:00:00 AM,0,1
11/14/2017 04:00:00 PM,52,147
12/16/2013 07:00:00 PM,42,92
03/17/2013 06:00:00 PM,32,19
06/14/2015 04:00:00 PM,123,104
11/06/2013 12:00:00 AM,4,10
05/19/2016 05:00:00 PM,170,373
11/28/2015 10:00:00 AM,32,21
09/04/2013 06:00:00 PM,154,322
03/19/2013 02:00:00 PM,32,40
04/02/2016 01:00:00 AM,7,4
01/03/2017 07:00:00 PM,26,47
03/20/2017 11:00:00 AM,21,18
08/30/2014 05:00:00 PM,42,31
02/06/2013 03:00:00 AM,1,0
11/29/2015 03:00:00 PM,33,30
07/09/2013 07:00:00 PM,107,197
04/20/2018 08:00:00 AM,246,222
06/01/2016 03:00:00 AM,3,0
08/20/2014 04:00:00 AM,6,4
08/10/2018 04:00:00 AM,3,9
11/19/2013 02:00:00 AM,4,1
07/18/2015 04:00:00 AM,1,10
04/14/2015 03:00:00 PM,40,53
01/23/2014 09:00:00 AM,147,86
06/25/2015 01:00:00 AM,3,6
05/12/2017 05:00:00 PM,122,363
07/27/2017 12:00:00 PM,44,27
04/24/2017 02:00:00 PM,33,34
11/19/2015 11:00:00 PM,10,15
07/02/2017 07:00:00 PM,59,71
01/28/2016 08:00:00 AM,169,98
04/17/2017 06:00:00 PM,80,227
01/17/2014 05:00:00 AM,13,7
05/19/2018 07:00:00 AM,41,34
06/04/2016 08:00:00 AM,66,77
09/26/2016 01:00:00 AM,0,1
07/12/2017 05:00:00 PM,185,588
01/03/2014 06:00:00 AM,46,18
10/25/2016 12:00:00 PM,38,42
08/14/2018 02:00:00 PM,42,56
03/09/2013 10:00:00 AM,97,46
09/08/2017 05:00:00 AM,31,10
12/07/2014 12:00:00 AM,6,2
10/29/2015 11:00:00 PM,6,17
10/25/2015 12:00:00 AM,4,6
06/25/2018 05:00:00 AM,24,17
12/25/2014 07:00:00 PM,11,7
09/14/2017 02:00:00 AM,2,1
05/07/2016 06:00:00 AM,15,16
03/27/2016 01:00:00 AM,3,5
09/02/2016 12:00:00 AM,3,10
07/26/2017 10:00:00 AM,72,91
02/07/2016 01:00:00 PM,70,49
11/16/2013 12:00:00 AM,5,8
03/24/2014 08:00:00 AM,333,152
09/10/2016 09:00:00 AM,67,53
07/29/2015 06:00:00 AM,127,70
07/02/2015 05:00:00 PM,159,365
04/09/2018 03:00:00 PM,54,84
08/21/2017 02:00:00 AM,0,3
10/06/2015 08:00:00 PM,36,50
07/21/2014 12:00:00 AM,4,6
08/04/2014 12:00:00 AM,7,10
11/09/2017 04:00:00 PM,49,138
05/24/2014 10:00:00 AM,64,41
01/28/2014 04:00:00 AM,4,0
02/23/2015 02:00:00 PM,79,0
09/27/2013 07:00:00 AM,132,52
08/02/2015 09:00:00 AM,70,55
03/05/2014 01:00:00 PM,44,27
10/13/2016 08:00:00 AM,142,93
04/05/2015 06:00:00 PM,46,64
04/28/2015 04:00:00 PM,73,149
08/15/2014 10:00:00 AM,53,36
07/26/2016 07:00:00 PM,124,188
09/05/2013 01:00:00 AM,4,8
12/27/2014 11:00:00 PM,4,7
01/25/2015 01:00:00 AM,9,2
02/08/2014 06:00:00 AM,5,6
08/18/2015 10:00:00 AM,70,56
04/20/2013 10:00:00 AM,48,34
08/10/2017 04:00:00 PM,103,288
08/27/2013 04:00:00 AM,6,1
08/06/2017 11:00:00 AM,79,102
06/14/2014 09:00:00 AM,65,61
01/13/2015 05:00:00 PM,138,289
08/15/2018 01:00:00 AM,2,3
10/26/2013 09:00:00 PM,17,20
01/27/2018 10:00:00 AM,22,10
10/29/2012 09:00:00 AM,101,51
12/06/2014 11:00:00 AM,32,26
08/31/2013 10:00:00 PM,28,31
08/02/2016 04:00:00 AM,6,4
07/08/2016 03:00:00 PM,37,84
03/03/2013 12:00:00 PM,94,76
04/27/2015 11:00:00 PM,10,14
04/08/2015 01:00:00 AM,2,5
10/05/2016 01:00:00 PM,32,51
04/20/2016 07:00:00 AM,343,143
11/27/2017 09:00:00 AM,90,109
11/16/2017 03:00:00 AM,2,1
03/27/2016 05:00:00 AM,1,0
07/16/2014 11:00:00 AM,65,44
09/07/2013 06:00:00 AM,15,10
11/17/2016 12:00:00 PM,48,30
07/26/2015 08:00:00 AM,23,22
02/20/2015 10:00:00 PM,9,19
05/24/2014 07:00:00 PM,37,50
02/22/2017 06:00:00 AM,52,32
10/17/2014 09:00:00 PM,14,16
01/04/2016 12:00:00 PM,9,12
10/17/2012 04:00:00 PM,113,145
04/04/2016 02:00:00 PM,26,29
09/02/2013 06:00:00 AM,9,6
10/27/2016 09:00:00 AM,109,95
04/02/2018 03:00:00 AM,1,0
01/02/2014 07:00:00 AM,126,39
01/05/2017 11:00:00 AM,31,25
02/28/2018 06:00:00 PM,46,146
07/19/2015 02:00:00 AM,1,4
05/21/2016 11:00:00 PM,5,9
09/14/2017 05:00:00 AM,26,8
06/16/2016 05:00:00 PM,207,495
04/20/2016 01:00:00 PM,49,54
07/05/2016 12:00:00 PM,40,23
04/01/2017 02:00:00 PM,70,50
04/04/2016 12:00:00 AM,1,0
01/26/2016 07:00:00 PM,33,62
03/01/2017 08:00:00 PM,27,48
03/15/2015 01:00:00 AM,0,6
06/28/2013 02:00:00 PM,73,83
07/17/2015 03:00:00 AM,4,7
06/11/2014 08:00:00 PM,85,88
12/07/2014 01:00:00 AM,6,3
09/12/2015 10:00:00 PM,11,15
10/31/2012 04:00:00 PM,57,94
02/01/2015 07:00:00 PM,15,18
01/22/2013 10:00:00 PM,6,13
09/28/2016 11:00:00 AM,71,36
03/24/2015 03:00:00 AM,0,1
04/27/2014 09:00:00 AM,49,32
01/17/2018 03:00:00 AM,0,2
05/31/2017 09:00:00 AM,154,142
02/03/2014 09:00:00 AM,136,80
06/14/2014 07:00:00 AM,30,28
08/16/2015 12:00:00 AM,11,9
05/21/2016 02:00:00 AM,1,5
12/17/2012 03:00:00 PM,27,31
01/01/2013 04:00:00 PM,33,24
05/15/2013 02:00:00 AM,6,1
04/30/2014 04:00:00 PM,152,244
02/12/2013 04:00:00 AM,5,3
06/05/2017 02:00:00 AM,0,1
03/09/2015 07:00:00 AM,23,113
11/22/2015 07:00:00 PM,7,13
06/08/2016 02:00:00 PM,51,65
08/14/2018 02:00:00 AM,4,1
03/22/2015 08:00:00 AM,33,37
12/01/2017 03:00:00 PM,26,52
02/05/2016 11:00:00 AM,34,25
10/09/2014 06:00:00 AM,77,49
05/24/2014 10:00:00 PM,15,32
11/04/2013 04:00:00 AM,4,2
12/15/2015 09:00:00 PM,8,21
01/19/2013 05:00:00 AM,4,1
06/26/2015 03:00:00 PM,97,131
07/20/2015 10:00:00 PM,23,16
09/06/2015 02:00:00 PM,47,27
06/04/2015 04:00:00 AM,4,3
06/17/2013 04:00:00 AM,5,2
03/06/2013 02:00:00 PM,13,22
11/07/2013 12:00:00 PM,30,22
05/03/2016 03:00:00 PM,90,114
02/24/2015 12:00:00 AM,2,6
12/05/2014 03:00:00 AM,3,1
04/14/2014 04:00:00 PM,106,183
04/29/2018 09:00:00 PM,16,7
06/12/2016 09:00:00 AM,48,50
10/04/2014 05:00:00 AM,4,2
10/05/2014 05:00:00 PM,83,89
04/12/2016 11:00:00 PM,2,4
12/02/2013 06:00:00 PM,92,154
02/23/2015 12:00:00 AM,2,1
05/05/2013 03:00:00 PM,160,155
04/11/2014 03:00:00 PM,84,88
08/16/2014 11:00:00 AM,94,96
05/11/2017 04:00:00 AM,4,3
12/05/2015 11:00:00 PM,1,5
11/18/2012 11:00:00 AM,18,10
06/01/2014 05:00:00 PM,88,81
08/06/2017 09:00:00 PM,15,20
02/07/2014 07:00:00 PM,22,52
10/14/2016 12:00:00 AM,2,1
09/15/2015 12:00:00 PM,37,33
12/09/2016 07:00:00 AM,22,28
10/14/2016 08:00:00 AM,87,43
05/04/2013 09:00:00 PM,36,29
09/23/2016 08:00:00 AM,249,153
09/29/2015 07:00:00 PM,84,106
04/21/2015 08:00:00 AM,389,172
08/15/2015 06:00:00 PM,54,51
10/26/2012 09:00:00 AM,116,55
03/17/2018 11:00:00 AM,45,66
08/15/2015 03:00:00 PM,90,63
03/12/2015 10:00:00 AM,2,61
10/05/2013 03:00:00 AM,2,4
09/01/2013 05:00:00 PM,75,77
12/14/2012 04:00:00 AM,2,3
05/04/2017 01:00:00 AM,4,3
12/24/2015 06:00:00 AM,17,5
11/15/2015 09:00:00 AM,16,13
01/21/2017 12:00:00 AM,3,11
02/28/2018 06:00:00 AM,45,44
07/21/2014 04:00:00 AM,9,4
12/27/2015 09:00:00 AM,4,12
05/02/2018 07:00:00 PM,106,210
05/08/2015 07:00:00 PM,76,113
04/05/2015 03:00:00 PM,101,76
04/11/2016 07:00:00 PM,73,89
10/13/2012 08:00:00 PM,9,10
01/23/2015 09:00:00 AM,151,0
02/01/2018 01:00:00 AM,2,1
01/05/2017 10:00:00 AM,30,27
10/06/2013 07:00:00 PM,31,30
01/31/2017 10:00:00 PM,4,15
04/19/2014 02:00:00 PM,11,21
08/21/2014 08:00:00 AM,359,170
11/01/2013 06:00:00 PM,87,184
12/28/2015 07:00:00 AM,88,30
07/18/2015 06:00:00 PM,64,73
07/01/2013 02:00:00 AM,3,0
12/12/2013 01:00:00 AM,1,3
01/30/2014 05:00:00 PM,84,223
10/20/2012 10:00:00 AM,52,31
01/07/2016 12:00:00 AM,7,3
07/29/2014 01:00:00 AM,3,6
02/02/2017 04:00:00 AM,3,2
02/26/2018 08:00:00 PM,19,30
11/08/2012 10:00:00 PM,13,14
12/11/2013 04:00:00 PM,60,97
08/19/2014 04:00:00 AM,5,3
06/05/2014 03:00:00 PM,87,109
06/19/2016 05:00:00 AM,5,1
08/06/2017 06:00:00 PM,50,77
01/18/2013 06:00:00 AM,36,16
07/07/2015 10:00:00 PM,27,34
05/17/2017 11:00:00 AM,30,37
07/31/2015 01:00:00 AM,5,10
10/01/2017 08:00:00 AM,18,25
11/02/2013 06:00:00 AM,4,7
05/03/2017 03:00:00 PM,68,103
08/14/2013 02:00:00 PM,72,63
09/25/2016 02:00:00 PM,72,82
11/07/2012 01:00:00 AM,4,1
07/13/2016 10:00:00 AM,75,59
12/26/2012 11:00:00 PM,4,1
03/23/2017 11:00:00 PM,6,13
09/20/2017 02:00:00 PM,52,42
07/13/2014 05:00:00 AM,5,4
03/23/2016 05:00:00 AM,19,9
06/10/2018 02:00:00 PM,75,78
10/19/2016 04:00:00 AM,7,4
07/06/2015 04:00:00 AM,6,3
05/16/2015 01:00:00 PM,55,62
04/17/2017 09:00:00 AM,110,126
10/03/2013 09:00:00 PM,30,32
06/23/2017 12:00:00 PM,70,58
01/24/2013 01:00:00 PM,23,31
06/01/2017 10:00:00 PM,28,21
06/23/2014 06:00:00 AM,120,54
04/30/2017 02:00:00 PM,66,57
07/10/2015 03:00:00 AM,2,3
12/19/2014 02:00:00 AM,1,0
04/06/2015 10:00:00 PM,17,18
07/23/2016 08:00:00 PM,30,38
11/25/2013 10:00:00 PM,12,21
06/20/2014 07:00:00 PM,85,138
05/27/2014 03:00:00 PM,90,84
07/27/2017 06:00:00 PM,127,290
03/07/2018 02:00:00 AM,0,1
03/02/2016 08:00:00 AM,270,121
08/31/2016 02:00:00 PM,30,42
08/12/2013 12:00:00 AM,7,5
09/19/2017 11:00:00 AM,22,29
